,ï»¿ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating_range,Customer_loyalty,Discount_%_range
6063,6064,B,Ship,4,1,231,2,medium,M,3,4696,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6064,6065,C,Ship,3,1,196,2,low,M,10,4141,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6065,6066,F,Ship,4,2,218,3,low,F,2,4949,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6066,6067,D,Ship,5,1,267,4,low,M,5,4440,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6067,6068,F,Ship,4,4,163,3,low,F,5,4440,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6068,6069,A,Ship,4,1,224,4,medium,F,5,4887,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6069,6070,B,Ship,3,4,156,2,medium,F,10,5107,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6070,6071,C,Ship,5,5,175,6,low,F,2,4883,1,Rating 4 - 5,Loyal,(0% - 20%)
6071,6072,F,Ship,3,4,257,5,medium,F,5,5365,0,Rating 4 - 5,Loyal,(0% - 20%)
6072,6073,D,Ship,4,4,259,3,low,M,3,4509,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6073,6074,F,Ship,3,3,112,4,low,F,7,5716,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6074,6075,A,Ship,4,3,145,4,medium,M,2,5735,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6075,6076,B,Ship,3,1,230,3,medium,M,3,4957,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6076,6077,C,Ship,3,4,188,4,low,F,6,5016,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6077,6078,F,Ship,3,2,132,4,medium,F,3,4512,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6078,6079,D,Ship,4,1,239,4,high,M,2,5502,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6079,6080,F,Ship,2,5,167,3,medium,M,8,4605,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6080,6081,A,Ship,3,1,133,3,medium,M,7,4004,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6081,6082,B,Ship,4,2,270,2,high,F,9,5080,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6082,6083,C,Ship,4,3,229,2,medium,M,7,5364,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6083,6084,F,Ship,5,1,261,4,high,F,6,4852,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6084,6085,D,Ship,2,1,192,3,low,F,9,4774,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6085,6086,F,Ship,4,5,217,3,low,F,6,4848,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6086,6087,A,Ship,4,3,246,2,low,M,6,4908,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6087,6088,B,Ship,5,5,208,2,medium,M,8,5321,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6088,6089,C,Ship,5,1,148,3,low,F,5,5790,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6089,6090,F,Ship,4,1,132,6,high,M,8,4902,1,Rating 1 - 3,Loyal,(0% - 20%)
6090,6091,D,Ship,4,2,249,3,low,F,6,5051,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6091,6092,F,Ship,3,3,225,4,low,F,9,5468,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6092,6093,A,Ship,5,1,279,4,medium,F,3,4607,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6093,6094,B,Ship,4,2,183,2,low,F,8,4921,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6094,6095,C,Ship,4,4,215,2,high,F,6,5238,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6095,6096,F,Ship,6,4,195,5,high,F,10,4225,0,Rating 4 - 5,Loyal,(0% - 20%)
6096,6097,D,Ship,4,2,156,2,medium,M,5,4467,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6097,6098,F,Ship,3,5,160,3,low,F,8,4106,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6098,6099,A,Ship,5,5,153,5,medium,M,10,5297,0,Rating 4 - 5,Loyal,(0% - 20%)
6099,6100,B,Ship,3,4,215,3,high,F,5,4670,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6100,6101,C,Ship,4,3,163,3,low,F,7,4556,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6101,6102,F,Ship,4,2,195,3,medium,M,8,5198,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6102,6103,D,Ship,4,3,170,2,low,M,3,4587,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6103,6104,F,Ship,3,3,133,3,low,M,5,5937,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6104,6105,A,Ship,5,2,171,6,medium,F,5,5981,1,Rating 1 - 3,Loyal,(0% - 20%)
6105,6106,B,Ship,3,5,186,3,medium,M,7,4764,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6106,6107,C,Ship,4,2,246,3,high,M,5,5960,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6107,6108,F,Ship,3,3,170,3,low,F,7,5427,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6108,6109,D,Ship,2,5,189,2,low,M,9,5245,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6109,6110,F,Ship,4,5,216,2,low,F,8,5767,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6110,6111,A,Ship,4,2,264,3,low,M,10,5137,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6111,6112,B,Ship,5,4,268,3,low,F,3,5320,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6112,6113,C,Ship,4,1,225,2,medium,F,10,4577,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6113,6114,F,Ship,4,2,252,2,high,F,4,5233,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6114,6115,D,Ship,3,2,204,3,low,F,8,4586,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6115,6116,F,Ship,5,1,193,2,medium,F,1,4450,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6116,6117,A,Ship,5,3,220,3,low,F,9,5324,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6117,6118,B,Ship,6,4,271,3,low,F,7,5192,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6118,6119,C,Ship,2,2,227,4,medium,M,6,4104,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6119,6120,F,Ship,4,1,206,5,medium,F,7,5941,1,Rating 1 - 3,Loyal,(0% - 20%)
6120,6121,D,Ship,4,2,142,3,medium,F,3,4644,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6121,6122,F,Ship,5,5,236,2,medium,M,2,5210,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6122,6123,A,Ship,5,4,275,2,medium,M,10,5395,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6123,6124,B,Ship,3,5,144,2,medium,M,2,4629,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6124,6125,C,Ship,4,5,194,3,medium,M,3,5168,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6125,6126,F,Ship,3,2,260,3,low,M,9,4591,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6126,6127,D,Ship,3,4,240,3,medium,M,8,4410,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6127,6128,F,Ship,3,2,136,3,high,F,2,5739,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6128,6129,A,Ship,3,3,132,2,medium,M,1,4687,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6129,6130,B,Ship,4,2,266,3,medium,M,7,5121,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6130,6131,C,Ship,4,1,263,3,high,M,5,4782,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6131,6132,F,Ship,5,5,270,3,low,F,9,5807,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6132,6133,D,Ship,3,3,208,5,low,F,10,4258,0,Rating 1 - 3,Loyal,(0% - 20%)
6133,6134,F,Ship,5,5,206,3,low,M,1,5520,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6134,6135,A,Ship,3,3,159,3,low,M,3,5230,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6135,6136,B,Ship,4,3,162,3,low,M,4,5913,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6136,6137,C,Ship,3,2,177,2,medium,M,4,4417,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6137,6138,F,Ship,3,3,168,4,low,F,4,4096,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6138,6139,D,Road,3,1,267,4,medium,F,4,4914,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6139,6140,F,Road,4,5,222,3,medium,F,7,5844,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6140,6141,A,Road,3,2,234,3,low,F,10,4781,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6141,6142,B,Road,3,1,133,3,low,F,9,5724,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6142,6143,C,Road,4,4,207,3,low,F,10,4533,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6143,6144,F,Road,4,3,243,4,low,F,9,4811,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6144,6145,D,Road,5,5,161,3,low,F,1,4470,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6145,6146,F,Road,3,5,193,3,medium,F,6,5302,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6146,6147,A,Road,4,5,234,4,medium,M,9,5769,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6147,6148,B,Road,2,1,185,6,medium,F,7,4138,1,Rating 1 - 3,Loyal,(0% - 20%)
6148,6149,C,Road,4,5,242,2,medium,F,5,4806,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6149,6150,F,Road,4,5,252,2,high,F,6,4147,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6150,6151,D,Road,4,3,179,3,low,F,3,5495,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6151,6152,F,Road,4,3,158,3,high,F,5,5602,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6152,6153,A,Road,3,1,226,3,low,F,8,4002,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6153,6154,B,Road,5,4,269,2,medium,F,2,5962,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6154,6155,C,Road,3,5,148,3,low,F,7,5685,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6155,6156,F,Road,4,5,159,2,low,F,3,5704,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6156,6157,D,Road,3,4,273,4,medium,M,4,5361,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6157,6158,F,Road,3,4,233,3,medium,M,5,5306,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6158,6159,A,Road,4,5,182,3,medium,F,2,4473,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6159,6160,B,Road,3,4,153,2,medium,M,5,4023,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6160,6161,C,Flight,4,5,210,2,medium,M,5,5683,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6161,6162,F,Flight,4,1,241,3,medium,M,6,4558,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6162,6163,D,Flight,3,2,220,3,low,M,8,5032,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6163,6164,F,Flight,5,4,211,3,medium,F,7,4856,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6164,6165,A,Flight,3,5,151,3,low,F,1,4088,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6165,6166,B,Flight,5,5,267,3,medium,M,9,4775,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6166,6167,C,Flight,4,3,250,2,medium,M,4,4808,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6167,6168,F,Flight,4,3,181,3,low,F,5,5398,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6168,6169,D,Flight,5,2,197,4,high,M,4,4339,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6169,6170,F,Flight,3,4,172,2,medium,F,5,4647,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6170,6171,A,Flight,4,1,219,3,low,M,3,5223,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6171,6172,B,Flight,5,5,189,3,low,M,7,5717,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6172,6173,C,Flight,5,1,225,3,low,M,8,4539,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6173,6174,F,Flight,5,3,269,5,low,F,8,5833,1,Rating 1 - 3,Loyal,(0% - 20%)
6174,6175,D,Flight,5,4,157,3,medium,F,7,4199,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6175,6176,F,Flight,3,5,189,3,low,M,5,5422,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6176,6177,A,Flight,3,1,226,2,medium,F,6,4946,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6177,6178,B,Flight,2,1,220,2,medium,F,6,4382,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6178,6179,C,Flight,6,3,275,6,low,M,4,4875,0,Rating 1 - 3,Loyal,(0% - 20%)
6179,6180,F,Flight,3,4,171,3,medium,F,5,4310,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6180,6181,D,Flight,4,3,235,3,low,F,4,5289,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6181,6182,F,Flight,3,4,201,3,high,M,7,4887,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6182,6183,A,Ship,5,5,269,3,low,F,5,5673,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6183,6184,B,Ship,5,3,182,2,low,M,4,5579,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6184,6185,C,Ship,5,5,266,5,low,F,9,4500,0,Rating 4 - 5,Loyal,(0% - 20%)
6185,6186,F,Ship,3,5,157,2,medium,F,4,5991,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6186,6187,D,Ship,4,1,258,4,high,F,1,5476,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6187,6188,F,Ship,4,2,280,4,low,M,9,5288,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6188,6189,A,Ship,4,4,154,3,low,F,7,4106,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6189,6190,B,Ship,4,4,274,2,low,F,3,4257,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6190,6191,C,Ship,4,5,180,2,medium,F,1,4332,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6191,6192,F,Ship,3,5,146,3,medium,F,7,4126,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6192,6193,D,Ship,3,4,236,3,medium,M,1,5851,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6193,6194,F,Ship,4,4,133,4,high,F,10,5296,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6194,6195,A,Ship,5,2,173,4,high,F,9,4307,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6195,6196,B,Ship,4,3,210,3,low,M,9,5556,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6196,6197,C,Ship,3,4,238,2,medium,F,1,4991,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6197,6198,F,Ship,4,2,268,4,low,F,3,5275,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6198,6199,D,Ship,3,5,175,3,medium,F,8,5471,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6199,6200,F,Ship,5,2,280,4,low,M,8,4539,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6200,6201,A,Ship,4,1,153,2,low,F,1,4027,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6201,6202,B,Ship,4,4,251,2,medium,F,6,4376,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6202,6203,C,Ship,4,2,252,3,medium,M,8,4262,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6203,6204,F,Ship,4,5,201,8,medium,F,4,5472,1,Rating 4 - 5,Loyal,(0% - 20%)
6204,6205,D,Ship,5,4,216,4,medium,F,8,5878,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6205,6206,F,Ship,3,2,126,10,low,M,3,4073,1,Rating 1 - 3,Loyal,(0% - 20%)
6206,6207,A,Ship,3,2,177,4,low,F,3,4199,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6207,6208,B,Ship,5,3,145,3,medium,M,1,5783,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6208,6209,C,Ship,5,3,258,2,low,F,10,5371,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6209,6210,F,Ship,4,3,273,10,medium,M,6,4251,1,Rating 1 - 3,Loyal,(0% - 20%)
6210,6211,D,Ship,4,1,245,3,low,F,5,4523,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6211,6212,F,Ship,5,4,241,2,medium,F,7,4413,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6212,6213,A,Ship,4,1,208,3,low,F,6,5345,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6213,6214,B,Ship,6,5,282,4,low,M,1,1193,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6214,6215,C,Ship,6,5,295,4,medium,M,1,1159,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6215,6216,F,Ship,6,5,255,4,low,F,9,1113,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6216,6217,D,Ship,6,3,292,4,low,F,8,1434,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6217,6218,F,Ship,6,4,244,4,low,M,1,1130,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6218,6219,A,Ship,6,4,306,4,low,F,8,1691,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6219,6220,B,Ship,6,5,258,4,low,M,5,1966,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6220,6221,C,Ship,4,1,265,6,low,F,2,1629,1,Rating 1 - 3,Loyal,(0% - 20%)
6221,6222,F,Ship,5,1,227,5,low,M,6,1667,0,Rating 1 - 3,Loyal,(0% - 20%)
6222,6223,D,Ship,7,1,276,4,low,F,9,1519,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6223,6224,F,Ship,6,5,244,4,medium,F,2,1980,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6224,6225,A,Ship,4,2,217,6,medium,F,3,1732,1,Rating 1 - 3,Loyal,(0% - 20%)
6225,6226,B,Ship,2,5,211,3,low,M,3,1368,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6226,6227,C,Ship,4,4,227,5,low,M,8,1982,1,Rating 4 - 5,Loyal,(0% - 20%)
6227,6228,F,Ship,5,1,249,4,medium,M,5,1027,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6228,6229,D,Ship,6,2,269,4,low,M,6,1073,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6229,6230,F,Ship,6,3,278,4,medium,M,4,1716,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6230,6231,A,Ship,6,5,282,4,medium,F,4,1013,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6231,6232,B,Ship,6,1,300,4,medium,F,2,1790,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6232,6233,C,Ship,3,3,146,3,medium,F,4,5384,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6233,6234,F,Ship,3,4,236,3,medium,F,5,5466,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6234,6235,D,Ship,4,4,133,4,high,F,7,5973,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6235,6236,F,Ship,5,4,173,4,high,F,8,5284,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6236,6237,A,Ship,4,2,210,3,low,F,9,4163,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6237,6238,B,Ship,3,3,238,2,medium,F,4,4206,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6238,6239,C,Ship,4,4,268,4,low,M,5,5647,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6239,6240,F,Ship,3,4,175,3,medium,M,10,4771,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6240,6241,D,Ship,5,4,280,4,low,M,10,5156,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6241,6242,F,Ship,4,5,153,2,low,M,1,4492,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6242,6243,A,Ship,4,5,251,2,medium,F,8,5232,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6243,6244,B,Ship,4,2,252,3,medium,M,2,5769,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6244,6245,C,Ship,4,2,201,8,medium,F,9,5146,0,Rating 1 - 3,Loyal,(0% - 20%)
6245,6246,F,Ship,5,5,216,4,medium,F,1,4092,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6246,6247,D,Ship,3,3,126,10,low,M,10,4128,0,Rating 1 - 3,Loyal,(0% - 20%)
6247,6248,F,Ship,3,1,177,4,low,F,6,5037,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6248,6249,A,Ship,5,2,145,3,medium,M,2,4836,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6249,6250,B,Ship,5,4,258,2,low,F,8,4200,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6250,6251,C,Ship,4,3,273,10,medium,F,8,4896,0,Rating 1 - 3,Loyal,(0% - 20%)
6251,6252,F,Ship,4,1,245,3,low,M,2,5835,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6252,6253,D,Ship,5,2,241,2,medium,M,6,4741,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6253,6254,F,Ship,4,1,208,3,low,M,4,4530,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6254,6255,A,Ship,6,1,282,4,low,M,1,1434,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6255,6256,B,Ship,6,5,295,4,medium,M,5,1963,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6256,6257,C,Ship,6,4,255,4,low,M,7,1869,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6257,6258,F,Ship,6,2,292,4,low,F,2,1565,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6258,6259,D,Ship,6,1,244,4,low,M,5,1867,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6259,6260,F,Ship,6,3,306,4,low,M,10,1372,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6260,6261,A,Ship,6,5,258,4,low,M,5,1558,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6261,6262,B,Ship,4,1,265,6,low,F,9,1753,1,Rating 1 - 3,Loyal,(0% - 20%)
6262,6263,C,Ship,5,2,227,5,low,F,3,1242,1,Rating 1 - 3,Loyal,(0% - 20%)
6263,6264,F,Ship,7,2,276,4,low,M,9,1022,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6264,6265,D,Ship,6,4,244,4,medium,F,1,1179,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6265,6266,F,Ship,4,4,217,6,medium,M,9,1974,0,Rating 4 - 5,Loyal,(0% - 20%)
6266,6267,A,Ship,2,1,211,3,low,M,6,1760,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6267,6268,B,Ship,4,5,227,5,low,F,2,1804,1,Rating 4 - 5,Loyal,(0% - 20%)
6268,6269,C,Ship,5,5,249,4,medium,M,2,1727,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6269,6270,F,Ship,7,4,302,5,medium,M,7,1503,1,Rating 4 - 5,Loyal,(0% - 20%)
6270,6271,D,Ship,6,4,293,6,low,F,7,1117,1,Rating 4 - 5,Loyal,(0% - 20%)
6271,6272,F,Ship,5,5,232,3,low,M,4,1716,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6272,6273,A,Ship,6,5,279,4,low,M,7,1447,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6273,6274,B,Ship,6,5,251,4,low,F,8,1038,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6274,6275,C,Ship,6,5,300,5,low,M,1,1188,0,Rating 4 - 5,Loyal,(0% - 20%)
6275,6276,F,Road,7,5,133,5,low,F,3,1544,1,Rating 4 - 5,Loyal,(0% - 20%)
6276,6277,D,Road,6,5,283,4,low,M,2,1136,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6277,6278,F,Road,7,5,296,4,low,M,8,1686,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6278,6279,A,Road,6,3,261,4,medium,F,8,1397,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6279,6280,B,Road,6,1,286,4,low,F,3,1747,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6280,6281,C,Road,6,3,298,4,low,F,1,1657,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6281,6282,F,Road,6,4,287,4,medium,F,9,1936,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6282,6283,D,Road,6,2,251,4,medium,F,9,1322,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6283,6284,F,Road,5,1,231,5,low,M,10,1418,0,Rating 1 - 3,Loyal,(0% - 20%)
6284,6285,A,Road,5,2,249,5,medium,M,6,1298,0,Rating 1 - 3,Loyal,(0% - 20%)
6285,6286,B,Road,5,3,244,5,low,F,3,1174,0,Rating 1 - 3,Loyal,(0% - 20%)
6286,6287,C,Road,7,2,264,4,medium,M,6,1688,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6287,6288,F,Road,5,2,254,5,medium,M,6,1002,0,Rating 1 - 3,Loyal,(0% - 20%)
6288,6289,D,Road,4,5,264,6,low,M,6,1637,0,Rating 4 - 5,Loyal,(0% - 20%)
6289,6290,F,Road,6,5,309,4,low,M,6,1463,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6290,6291,A,Road,5,5,298,4,low,M,8,1631,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6291,6292,B,Road,5,5,265,5,medium,F,8,1867,0,Rating 4 - 5,Loyal,(0% - 20%)
6292,6293,C,Road,6,1,246,4,medium,M,4,1504,1,Rating 1 - 3,Not Loyal,(0% - 20%)
6293,6294,F,Road,5,2,222,5,low,F,1,1672,0,Rating 1 - 3,Loyal,(0% - 20%)
6294,6295,D,Road,7,5,250,4,low,F,2,1296,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6295,6296,F,Road,4,3,240,5,medium,F,5,1301,0,Rating 1 - 3,Loyal,(0% - 20%)
6296,6297,A,Road,4,3,246,6,low,F,10,1176,0,Rating 1 - 3,Loyal,(0% - 20%)
6297,6298,B,Flight,6,1,293,5,medium,F,7,1052,0,Rating 1 - 3,Loyal,(0% - 20%)
6298,6299,C,Flight,6,5,253,4,medium,M,1,1977,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6299,6300,F,Flight,5,5,258,5,medium,M,7,1819,0,Rating 4 - 5,Loyal,(0% - 20%)
6300,6301,D,Flight,6,4,258,4,low,F,2,1051,1,Rating 4 - 5,Not Loyal,(0% - 20%)
6301,6302,F,Flight,5,3,245,5,medium,M,3,1851,0,Rating 1 - 3,Loyal,(0% - 20%)
6302,6303,A,Flight,7,2,307,4,medium,M,2,1073,0,Rating 1 - 3,Not Loyal,(0% - 20%)
6303,6304,B,Flight,6,5,301,4,low,F,3,1958,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6304,6305,C,Flight,6,5,252,4,low,F,2,1249,0,Rating 4 - 5,Not Loyal,(0% - 20%)
6305,6306,F,Flight,5,1,272,6,medium,F,2,1681,1,Rating 1 - 3,Loyal,(0% - 20%)
